CHENNPETRO,Chennai Petroleum Corporation Limited,07-Jun-00,INE178A01016
CHEVIOT,Cheviot Company Limited,20-Jun-22,INE974B01016
CHOICEIN,Choice International Limited,08-Apr-22,INE102B01014
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,15-May-96,INE121A01024
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,25-Sep-17,INE149A01033
CIEINDIA,CIE Automotive India Limited,30-Aug-07,INE536H01010
CIFL,Capital India Finance Limited,17-Apr-25,INE345H01024
CIGNITITEC,Cigniti Technologies Limited,13-Oct-14,INE675C01017
CINELINE,Cineline India Limited,13-Jun-12,INE704H01022
CINEVISTA,Cinevista Limited,02-May-00,INE039B01026
CIPLA,Cipla Limited,08-Feb-95,INE059A01026
CLEAN,Clean Science and Technology Limited,19-Jul-21,INE227W01023
CLEDUCATE,CL Educate Limited,31-Mar-17,INE201M01029
CLSEL,Chaman Lal Setia Exports Limited,12-May-21,INE419D01026
CMICABLES,CMI Limited,29-Nov-16,INE981B01011
CMSINFO,CMS Info Systems Limited,31-Dec-21,INE925R01014
CNL,Creative Newtech Limited,05-Aug-19,INE985W01018
COALINDIA,Coal India Limited,04-Nov-10,INE522F01014
COASTCORP,Coastal Corporation Limited,08-Oct-21,INE377E01024
COCHINSHIP,Cochin Shipyard Limited,11-Aug-17,INE704P01025
COFFEEDAY,Coffee Day Enterprises Limited,02-Nov-15,INE335K01011
COFORGE,Coforge Limited,30-Aug-04,INE591G01025
COHANCE,Cohance Lifesciences Limited,09-Mar-20,INE03QK01018
COLPAL,Colgate Palmolive (India) Limited,17-Dec-07,INE259A01022
COMPINFO,Compuage Infocom Limited,07-Jul-16,INE070C01037
COMPUSOFT,Compucom Software Limited,02-Mar-12,INE453B01029
COMSYN,Commercial Syn Bags Limited,23-Jan-24,INE073V01015
CONCOR,Container Corporation of India Limited,07-May-97,INE111A01025
CONCORDBIO,Concord Biotech Limited,18-Aug-23,INE338H01029
CONFIPET,Confidence Petroleum India Limited,13-Jun-19,INE552D01024
CONSOFINVT,Consolidated Finvest & Holdings Limited,29-Mar-05,INE025A01027
CONTROLPR,Control Print Limited,24-Jun-16,INE663B01015
CORALFINAC,Coral India Finance & Housing Limited,25-Mar-96,INE558D01021
CORDSCABLE,Cords Cable Industries Limited,13-Feb-08,INE792I01017
COROMANDEL,Coromandel International Limited,31-May-95,INE169A01031
CORONA,CORONA Remedies Limited,15-Dec-25,INE02ZQ01018
COSMOFIRST,COSMO FIRST LIMITED,25-May-95,INE757A01017
COUNCODOS,Country Condo's Limited,22-Jan-09,INE695B01025
CPCAP,CP Capital Limited,06-Oct-10,INE521J01018
CPEDU,Career Point Edutech Limited,05-Sep-25,INE0P6P01016
CPPLUS,Aditya Infotech Limited,05-Aug-25,INE819V01029
CRAFTSMAN,Craftsman Automation Limited,25-Mar-21,INE00LO01017
CRAMC,Canara Robeco Asset Management Company Limited,16-Oct-25,INE218I01013
CREATIVEYE,Creative Eye Limited,20-Dec-00,INE230B01021
CREDITACC,CREDITACCESS GRAMEEN LIMITED,23-Aug-18,INE741K01010
CREST,Crest Ventures Limited,27-Dec-06,INE559D01011
CRISIL,CRISIL Limited,28-Jun-95,INE007A01025
CRIZAC,Crizac Limited,09-Jul-25,INE0S4R01014
CROMPTON,Crompton Greaves Consumer Electricals Limited,13-May-16,INE299U01018
CROWN,Crown Lifters Limited,08-Feb-22,INE491V01019
CSBBANK,CSB Bank Limited,04-Dec-19,INE679A01013
CSLFINANCE,CSL Finance Limited,21-Jul-22,INE718F01018
CTE,Cambridge Technology Enterprises Limited,07-Feb-07,INE627H01017
CUB,City Union Bank Limited,25-Aug-98,INE491A01021
CUBEXTUB,Cubex Tubings Limited,24-Apr-96,INE144D01012
CUMMINSIND,Cummins India Limited,29-Mar-95,INE298A01020
CUPID,Cupid Limited,16-Sep-16,INE509F01029
CURAA,Cura Technologies Limited,21-Mar-25,INE117B01020
CYBERMEDIA,Cyber Media (India) Limited,10-Jun-05,INE278G01037
CYBERTECH,Cybertech Systems And Software Limited,27-Jan-99,INE214A01019
CYIENT,Cyient Limited,30-Sep-98,INE136B01020
CYIENTDLM,Cyient DLM Limited,10-Jul-23,INE055S01018
DABUR,Dabur India Limited,28-Apr-99,INE016A01026
DALBHARAT,Dalmia Bharat Limited,22-Jan-19,INE00R701025
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,17-Jan-96,INE495A01022
DAMCAPITAL,Dam Capital Advisors Limited,27-Dec-24,INE284H01025
DAMODARIND,Damodar Industries Limited,04-Jul-16,INE497D01022
DANGEE,Dangee Dums Limited,13-Nov-20,INE688Y01022
DATAMATICS,Datamatics Global Services Limited,07-May-04,INE365B01017
DATAPATTNS,Data Patterns (India) Limited,24-Dec-21,INE0IX101010
DAVANGERE,Davangere Sugar Company Limited,25-Jan-24,INE179G01029
DBCORP,D.B.Corp Limited,06-Jan-10,INE950I01011
DBEIL,Deepak Builders & Engineers India Limited,28-Oct-24,INE0OPA01019
DBL,Dilip Buildcon Limited,11-Aug-16,INE917M01012
DBOL,Dhampur Bio Organics Limited,08-Sep-22,INE0I3401014
DBREALTY,Valor Estate Limited,24-Feb-10,INE879I01012
DBSTOCKBRO,DB (International) Stock Brokers Limited,29-Feb-12,INE921B01025
DCAL,Dishman Carbogen Amcis Limited,21-Sep-17,INE385W01011
DCBBANK,DCB Bank Limited,27-Oct-06,INE503A01015
DCI,Dc Infotech And Communication Limited,19-Oct-22,INE0A1101019
DCM,DCM  Limited,29-Mar-95,INE498A01018
DCMFINSERV,DCM Financial Services Limited,21-May-97,INE891B01012
DCMNVL,DCM Nouvelle Limited,16-Jul-19,INE08KP01019
DCMSHRIRAM,DCM Shriram Limited,12-Apr-95,INE499A01024
DCMSRIND,DCM Shriram Industries Limited,24-Dec-21,INE843D01027
DCW,DCW Limited,25-May-95,INE500A01029
DCXINDIA,DCX Systems Limited,11-Nov-22,INE0KL801015
DDEVPLSTIK,Ddev Plastiks Industries Limited,15-Jan-25,INE0HR601026
DECCANCE,Deccan Cements Limited,02-Aug-07,INE583C01021
DEEDEV,DEE Development Engineers Limited,26-Jun-24,INE841L01016
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,17-Jan-03,INE501A01019
DEEPAKNTR,Deepak Nitrite Limited,29-Sep-10,INE288B01029
DEEPINDS,Deep Industries Limited,27-Apr-21,INE0FHS01024
DELHIVERY,Delhivery Limited,24-May-22,INE148O01028
DELPHIFX,DELPHI WORLD MONEY LIMITED,28-Jun-11,INE726L01019
DELTACORP,Delta Corp Limited,02-Nov-07,INE124G01033
DELTAMAGNT,Delta Manufacturing Limited,18-Oct-95,INE393A01011
DEN,Den Networks Limited,24-Nov-09,INE947J01015
DENORA,De Nora India Limited,07-Aug-97,INE244A01016
DENTA,Denta Water and Infra Solutions Limited,29-Jan-25,INE0R4L01018
DEVIT,Dev Information Technology Limited,15-Feb-22,INE060X01034
DEVX,Dev Accelerator Limited,17-Sep-25,INE0VOV01021
DEVYANI,Devyani International Limited,16-Aug-21,INE872J01023
DGCONTENT,Digicontent Limited,18-Jun-19,INE03JI01017
DHAMPURSUG,Dhampur Sugar Mills Limited,29-Mar-95,INE041A01016
DHANBANK,Dhanlaxmi Bank Limited,01-Apr-04,INE680A01011
DHANUKA,Dhanuka Agritech Limited,29-Jun-11,INE435G01025
DHARAN,DHARAN INFRA-EPC LIMITED,02-Apr-18,INE278R01034
DHARMAJ,Dharmaj Crop Guard Limited,08-Dec-22,INE00OQ01016
DHRUV,Dhruv Consultancy Services Limited,25-Nov-21,INE506Z01015
DHUNINV,Dhunseri Investments Limited,18-Mar-11,INE320L01011
DIACABS,Diamond Power Infrastructure Limited,15-Sep-23,INE989C01038
DIAMINESQ,Diamines & Chemicals Limited,25-Sep-23,INE591D01014
DIAMONDYD,Prataap Snacks Limited,05-Oct-17,INE393P01035
DICIND,DIC India Limited,30-Aug-95,INE303A01010
DIFFNKG,Diffusion Engineers Limited,04-Oct-24,INE184O01015
DIGIDRIVE,Digidrive Distributors Limited,10-Jan-24,INE0PSC01024
DIGISPICE,DiGiSPICE Technologies Limited,27-May-08,INE927C01020
DIGITIDE,Digitide Solutions Limited,11-Jun-25,INE0U4701011
DIGJAMLMTD,Digjam Limited,18-Oct-21,INE731U01028
DIL,Debock Industries Limited,31-Mar-22,INE411Y01011
DISHTV,Dish TV India Limited,18-Apr-07,INE836F01026
DIVGIITTS,Divgi Torqtransfer Systems Limited,14-Mar-23,INE753U01022
DIVISLAB,Divi's Laboratories Limited,12-Mar-03,INE361B01024
DIXON,Dixon Technologies (India) Limited,18-Sep-17,INE935N01020
DJML,DJ Mediaprint & Logistics Limited,05-Dec-22,INE0B1K01014
DLF,DLF Limited,05-Jul-07,INE271C01023
DLINKINDIA,D-Link (India) Limited,18-Dec-09,INE250K01012
DMART,Avenue Supermarts Limited,21-Mar-17,INE192R01011
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,01-Dec-21,INE505A01010
DNAMEDIA,Diligent Media Corporation Limited,11-Dec-17,INE016M01021
DODLA,Dodla Dairy Limited,28-Jun-21,INE021O01019
DOLATALGO,Dolat Algotech Limited,12-Jan-24,INE966A01022
DOLLAR,Dollar Industries Limited,21-Apr-17,INE325C01035
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,21-Aug-23,INE920A01037
DOMS,DOMS Industries Limited,20-Dec-23,INE321T01012
DONEAR,Donear Industries Limited,20-Dec-06,INE668D01028
DPABHUSHAN,D. P. Abhushan Limited,03-Nov-20,INE266Y01019
DPSCLTD,DPSC Limited,21-Apr-08,INE360C01024
DPWIRES,D P Wires Limited,17-Jan-20,INE864X01013
DRCSYSTEMS,DRC Systems India Limited,10-Mar-21,INE03RS01027
DREAMFOLKS,Dreamfolks Services Limited,06-Sep-22,INE0JS101016
DREDGECORP,Dredging Corporation of India Limited,15-Jan-04,INE506A01018
DRREDDY,Dr. Reddy's Laboratories Limited,30-May-03,INE089A01031
DSSL,Dynacons Systems & Solutions Limited,01-Dec-11,INE417B01040
DTIL,Dhunseri Tea & Industries Limited,20-Jan-15,INE341R01014
DUCON,Ducon Infratechnologies Limited,09-Oct-12,INE741L01018
DVL,Dhunseri Ventures Limited,11-Jan-08,INE477B01010
DWARKESH,Dwarikesh Sugar Industries Limited,31-Dec-04,INE366A01041
DYCL,Dynamic Cables Limited,27-Jul-22,INE600Y01019
DYNAMATECH,Dynamatic Technologies Limited,14-Sep-06,INE221B01012
DYNPRO,Dynemic Products Limited,19-Jul-17,INE256H01015
E2E,E2E Networks Limited,12-Apr-22,INE255Z01019
EASEMYTRIP,Easy Trip Planners Limited,19-Mar-21,INE07O001026
EASTSILK,Eastern Silk Industries Limited,03-Jul-96,INE962C01035
EBGNG,GNG Electronics Limited,30-Jul-25,INE18JU01028
ECLERX,eClerx Services Limited,31-Dec-07,INE738I01010
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,04-Sep-24,INE06HJ01020
EDELWEISS,Edelweiss Financial Services Limited,12-Dec-07,INE532F01054
EDUCOMP,Educomp Solutions Limited,13-Jan-06,INE216H01027
EFCIL,EFC (I) Limited,20-Aug-25,INE886D01026
EICHERMOT,Eicher Motors Limited,07-Sep-04,INE066A01021
EIDPARRY,EID Parry India Limited,10-May-95,INE126A01031
EIEL,Enviro Infra Engineers Limited,29-Nov-24,INE0LLY01014
EIFFL,Euro India Fresh Foods Limited,12-Oct-21,INE546V01010
EIHAHOTELS,EIH Associated Hotels Limited,08-Apr-08,INE276C01014
EIHOTEL,EIH Limited,08-Feb-95,INE230A01023
EIMCOELECO,Eimco Elecon (India) Limited,17-Apr-96,INE158B01016
EKC,Everest Kanto Cylinder Limited,15-Dec-05,INE184H01027
ELDEHSG,Eldeco Housing And Industries Limited,12-Apr-22,INE668G01021
ELECON,Elecon Engineering Company Limited,29-Sep-06,INE205B01031
ELECTCAST,Electrosteel Castings Limited,20-Jun-03,INE086A01029
ELECTHERM,Electrotherm (India) Limited,20-Aug-07,INE822G01016
ELGIEQUIP,Elgi Equipments Limited,22-Nov-95,INE285A01027
ELGIRUBCO,Elgi Rubber Company Limited,10-Aug-11,INE819L01012
ELIN,Elin Electronics Limited,30-Dec-22,INE050401020
ELLEN,Ellenbarrie Industrial Gases Limited,01-Jul-25,INE236E01022
EMAMILTD,Emami Limited,03-Aug-06,INE548C01032
EMAMIPAP,Emami Paper Mills Limited,30-May-19,INE830C01026
EMAMIREAL,Emami Realty Limited,28-Jul-10,INE778K01012
EMBDL,Embassy Developments Limited,23-Mar-07,INE069I01010
EMCURE,Emcure Pharmaceuticals Limited,10-Jul-24,INE168P01015
EMIL,Electronics Mart India Limited,17-Oct-22,INE02YR01019
EMKAY,Emkay Global Financial Services Limited,28-Apr-06,INE296H01011
EMMBI,Emmbi Industries Limited,24-Feb-10,INE753K01015
EMMVEE,Emmvee Photovoltaic Power Limited,18-Nov-25,INE1C6T01020
EMSLIMITED,EMS Limited,21-Sep-23,INE0OV601013
EMUDHRA,eMudhra Limited,01-Jun-22,INE01QM01018
ENDURANCE,Endurance Technologies Limited,19-Oct-16,INE913H01037
ENERGYDEV,Energy Development Company Limited,02-Nov-07,INE306C01019
ENGINERSIN,Engineers India Limited,20-Aug-97,INE510A01028
ENIL,Entertainment Network (India) Limited,15-Feb-06,INE265F01028
ENRIN,Siemens Energy India Limited,19-Jun-25,INE1NPP01017
ENTERO,Entero Healthcare Solutions Limited,16-Feb-24,INE010601016
EPACK,EPACK Durable Limited,30-Jan-24,INE0G5901015
EPACKPEB,EPack Prefab Technologies Limited,01-Oct-25,INE0MLS01022
EPIGRAL,Epigral Limited,18-Aug-21,INE071N01016
EPL,EPL Limited,11-Feb-02,INE255A01020
EQUIPPP,Equippp Social Impact Technologies Limited,19-May-21,INE217G01035
EQUITASBNK,Equitas Small Finance Bank Limited,02-Nov-20,INE063P01018
ERIS,Eris Lifesciences Limited,29-Jun-17,INE406M01024
ESABINDIA,Esab India Limited,01-Nov-95,INE284A01012
ESAFSFB,ESAF Small Finance Bank Limited,10-Nov-23,INE818W01011
ESCORTS,Escorts Kubota Limited,01-Mar-95,INE042A01014
ESSARSHPNG,Essar Shipping Limited,15-Nov-11,INE122M01019
ESSENTIA,Integra Essentia Limited,20-Aug-13,INE418N01035
ESTER,Ester Industries Limited,20-Jun-11,INE778B01029
ETERNAL,ETERNAL LIMITED,23-Jul-21,INE758T01015
ETHOSLTD,Ethos Limited,30-May-22,INE04TZ01018
EUREKAFORB,Eureka Forbes Limited,11-Sep-24,INE0KCE01017
EUROBOND,Euro Panel Products Limited,01-Aug-25,INE505V01016
EUROPRATIK,Euro Pratik Sales Limited,23-Sep-25,INE198501012
EUROTEXIND,Eurotex Industries and Exports Limited,31-Jan-96,INE022C01012
EVEREADY,Eveready Industries India Limited,27-Apr-05,INE128A01029
EVERESTIND,Everest Industries Limited,29-Mar-95,INE295A01018
EXCEL,Excel Realty N Infra Limited,03-Aug-09,INE688J01023
EXCELINDUS,Excel Industries Limited,16-Jun-04,INE369A01029
EXCELSOFT,Excelsoft Technologies Limited,26-Nov-25,INE606N01019
EXICOM,Exicom Tele-Systems Limited,05-Mar-24,INE777F01014
EXIDEIND,Exide Industries Limited,17-Jun-03,INE302A01020
EXPLEOSOL,Expleo Solutions Limited,26-Oct-09,INE201K01015
EXXARO,Exxaro Tiles Limited,16-Aug-21,INE0GFE01026
FABTECH,Fabtech Technologies Limited,07-Oct-25,INE0HF201011
FACT,Fertilizers and Chemicals Travancore Limited,12-Apr-95,INE188A01015
FAIRCHEMOR,Fairchem Organics Limited,24-Dec-20,INE0DNW01011
FAZE3Q,Faze Three Limited,18-Nov-22,INE963C01033
FCL,Fineotex Chemical Limited,15-Jan-15,INE045J01034
FCONSUMER,Future Consumer Limited,04-Jul-13,INE220J01025
FCSSOFT,FCS Software Solutions Limited,21-Sep-05,INE512B01022
FDC,FDC Limited,07-Aug-97,INE258B01022
FEDERALBNK,The Federal Bank  Limited,08-Feb-95,INE171A01029
FEDFINA,Fedbank Financial Services Limited,30-Nov-23,INE007N01010
FEL,Future Enterprises Limited,05-Nov-01,INE623B01027
FELDVR,Future Enterprises Limited,13-Feb-09,IN9623B01058
FIBERWEB,Fiberweb (India) Limited,16-Feb-22,INE296C01020
FIEMIND,Fiem Industries Limited,19-Oct-06,INE737H01014
FILATEX,Filatex India Limited,29-Aug-11,INE816B01035
FILATFASH,Filatex Fashions Limited,06-May-24,INE185E01021
FINCABLES,Finolex Cables Limited,15-Feb-95,INE235A01022
FINEORG,Fine Organic Industries Limited,02-Jul-18,INE686Y01026
FINKURVE,Finkurve Financial Services Limited,01-Oct-25,INE734I01027
FINOPB,Fino Payments Bank Limited,12-Nov-21,INE02NC01014
FINPIPE,Finolex Industries Limited,08-Feb-95,INE183A01024
FIRSTCRY,Brainbees Solutions Limited,13-Aug-24,INE02RE01045
FISCHER,Fischer Medical Ventures Limited,10-Jul-25,INE771F01041
FIVESTAR,Five-Star Business Finance Limited,21-Nov-22,INE128S01021
FLAIR,Flair Writing Industries Limited,01-Dec-23,INE00Y201027
FLEXITUFF,Flexituff Ventures International Limited,19-Oct-11,INE060J01017
FLFL,Future Lifestyle Fashions Limited,01-Oct-13,INE452O01016
FLUOROCHEM,Gujarat Fluorochemicals Limited,16-Oct-19,INE09N301011
FMGOETZE,Federal-Mogul Goetze (India) Limited.,08-Feb-95,INE529A01010
FMNL,Future Market Networks Limited,31-Dec-10,INE360L01017
FOCUS,Focus Lighting and Fixtures Limited,24-Nov-21,INE593W01028
FOODSIN,Foods & Inns Limited,16-Nov-21,INE976E01023
FORCEMOT,FORCE MOTORS LTD,14-Feb-24,INE451A01017
FORTIS,Fortis Healthcare Limited,09-May-07,INE061F01013
FOSECOIND,Foseco India Limited,05-May-03,INE519A01011
FSL,Firstsource Solutions Limited,22-Feb-07,INE684F01012
FUSION,Fusion Finance Limited,15-Nov-22,INE139R01012
GABRIEL,Gabriel India Limited,20-Apr-05,INE524A01029
GAEL,Gujarat Ambuja Exports Limited,11-Oct-00,INE036B01030
GAIL,GAIL (India) Limited,02-Apr-97,INE129A01019
GALAPREC,Gala Precision Engineering Limited,09-Sep-24,INE0RE001014
GALAXYSURF,Galaxy Surfactants Limited,08-Feb-18,INE600K01018
GALLANTT,Gallantt Ispat Limited,04-Apr-06,INE297H01019
GANDHAR,Gandhar Oil Refinery (India) Limited,30-Nov-23,INE717W01049
GANDHITUBE,Gandhi Special Tubes Limited,31-Jan-07,INE524B01027
GANECOS,Ganesha Ecosphere Limited,09-Mar-15,INE845D01014
GANESHBE,Ganesh Benzoplast Limited,16-Sep-21,INE388A01029
GANESHCP,Ganesh Consumer Products Limited,29-Sep-25,INE652V01016
GANESHHOU,GANESH HOUSING LIMITED,02-Mar-07,INE460C01014
GANGAFORGE,Ganga Forging Limited,06-Jul-21,INE691Z01023
GANGESSECU,Ganges Securities Limited,28-Jul-17,INE335W01016
GARFIBRES,Garware Technical Fibres Limited,03-Apr-07,INE276A01018
GARUDA,Garuda Construction and Engineering Limited,15-Oct-24,INE0JVO01026
GATECH,GACM Technologies Limited,25-Jul-16,INE224E01028
GATECHDVR,GACM Technologies Limited,10-Oct-17,INE224E01036
GATEWAY,Gateway Distriparks Limited,22-Mar-22,INE079J01017
GAYAHWS,Gayatri Highways Limited,28-Jun-18,INE287Z01012
GAYAPROJ,Gayatri Projects Limited,22-Aug-11,INE336H01023
GCSL,Gretex Corporate Services Limited,04-Sep-25,INE199P01028
GEECEE,GeeCee Ventures Limited,04-Oct-06,INE916G01016
GEEKAYWIRE,Geekay Wires Limited,06-Mar-20,INE669X01032
GEMAROMA,Gem Aromatics Limited,26-Aug-25,INE06XZ01023
GENCON,Generic Engineering Construction and Projects Limited,16-Feb-21,INE854S01022
GENESYS,Genesys International Corporation Limited,23-Jan-03,INE727B01026
GENSOL,Gensol Engineering Limited,03-Jul-23,INE06H201014
GENUSPAPER,Genus Paper & Boards Limited,16-Feb-15,INE949P01018
GENUSPOWER,Genus Power Infrastructures Limited,08-Jul-05,INE955D01029
GEOJITFSL,Geojit Financial Services Limited,01-Jul-05,INE007B01023
GESHIP,The Great Eastern Shipping Company Limited,27-Nov-06,INE017A01032
GFLLIMITED,GFL Limited,25-May-95,INE538A01037
GFSTEELS,Grand Foundry Limited,22-Jul-19,INE534A01028
GHCL,GHCL Limited,31-Jul-03,INE539A01019
GHCLTEXTIL,GHCL Textiles Limited,12-Jun-23,INE0PA801013
GICHSGFIN,GIC Housing Finance Limited,08-May-96,INE289B01019
GICRE,General Insurance Corporation of India,25-Oct-17,INE481Y01014
GILLANDERS,Gillanders Arbuthnot & Company Limited,14-Dec-09,INE047B01011
GILLETTE,Gillette India Limited,30-Jul-03,INE322A01010
GINNIFILA,Ginni Filaments Limited,10-May-95,INE424C01010
GIPCL,Gujarat Industries Power Company Limited,08-Feb-95,INE162A01010
GKENERGY,GK Energy Limited,26-Sep-25,INE1AG301022
GKSL,Gujarat Kidney And Super Speciality Limited,30-Dec-25,INE0V0W01025
GKWLIMITED,GKW Limited,20-Jul-09,INE528A01020
GLAND,Gland Pharma Limited,20-Nov-20,INE068V01023
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,15-Dec-00,INE159A01016
GLENMARK,Glenmark Pharmaceuticals Limited,07-Feb-00,INE935A01035
GLFL,Gujarat Lease Financing Limited,08-Feb-95,INE540A01017
GLOBAL,Global Education Limited,07-Dec-20,INE291W01037
GLOBALE,Globale Tessile Limited,27-Aug-24,INE0URU01010
GLOBALVECT,Global Vectra Helicorp Limited,27-Oct-06,INE792H01019
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,07-Oct-20,INE581X01021
GLOBECIVIL,Globe Civil Projects Limited,01-Jul-25,INE0V3U01015
GLOBUSSPR,Globus Spirits Limited,23-Sep-09,INE615I01010
GLOSTERLTD,Gloster Limited,26-Apr-24,INE350Z01018
GLOTTIS,Glottis Limited,07-Oct-25,INE0TQE01026
GMBREW,GM Breweries Limited,23-Aug-95,INE075D01018
GMDCLTD,Gujarat Mineral Development Corporation Limited,17-Dec-97,INE131A01031
GMMPFAUDLR,GMM Pfaudler Limited,05-Mar-18,INE541A01023
GMRAIRPORT,GMR AIRPORTS LIMITED,21-Aug-06,INE776C01039
GMRP&UI,GMR Power and Urban Infra Limited,23-Mar-22,INE0CU601026
GNA,GNA Axles Limited,26-Sep-16,INE934S01014
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,17-May-95,INE113A01013
GOACARBON,Goa Carbon Limited,05-Jun-07,INE426D01013
GOCLCORP,GOCL Corporation Limited,26-Jun-14,INE077F01035
GOCOLORS,Go Fashion (India) Limited,30-Nov-21,INE0BJS01011
GODAVARIB,Godavari Biorefineries Limited,30-Oct-24,INE497S01012
GODFRYPHLP,Godfrey Phillips India Limited,24-Jul-96,INE260B01028
GODIGIT,Go Digit General Insurance Limited,23-May-24,INE03JT01014
GODREJAGRO,Godrej Agrovet Limited,16-Oct-17,INE850D01014
GODREJCP,Godrej Consumer Products Limited,20-Jun-01,INE102D01028
GODREJIND,Godrej Industries Limited,25-Feb-03,INE233A01035
GODREJPROP,Godrej Properties Limited,05-Jan-10,INE484J01027
GOKEX,Gokaldas Exports Limited,27-Apr-05,INE887G01027
GOKUL,Gokul Refoils and Solvent Limited,04-Jun-08,INE020J01029
GOKULAGRO,Gokul Agro Resources Limited,11-Mar-16,INE314T01033
GOLDENTOBC,Golden Tobacco Limited,08-Feb-95,INE973A01010
GOLDIAM,Goldiam International Limited,29-Aug-05,INE025B01025
GOLDTECH,AION-TECH SOLUTIONS LIMITED,11-Apr-01,INE805A01014
GOODLUCK,Goodluck India Limited,08-Jan-15,INE127I01024
GOPAL,Gopal Snacks Limited,14-Mar-24,INE0L9R01028
GOYALALUM,Goyal Aluminiums Limited,04-Nov-22,INE705X01026
GPIL,Godawari Power And Ispat limited,25-Apr-06,INE177H01039
GPPL,Gujarat Pipavav Port Limited,09-Sep-10,INE517F01014
GPTHEALTH,GPT Healthcare Limited,29-Feb-24,INE486R01017
GPTINFRA,GPT Infraprojects Limited,11-Jul-16,INE390G01014
GRANULES,Granules India Limited,20-Jun-05,INE101D01020
GRAPHITE,Graphite India Limited,07-Feb-03,INE371A01025
GRASIM,Grasim Industries Limited,10-May-95,INE047A01021
GRAVITA,Gravita India Limited,16-Nov-10,INE024L01027
GREAVESCOT,Greaves Cotton Limited,09-Sep-04,INE224A01026
GREENLAM,Greenlam Industries Limited,02-Mar-15,INE544R01021
GREENPANEL,Greenpanel Industries Limited,23-Oct-19,INE08ZM01014
GREENPLY,Greenply Industries Limited,06-Mar-96,INE461C01038
GREENPOWER,Orient Green Power Company Limited,08-Oct-10,INE999K01014
GRINDWELL,Grindwell Norton Limited,11-Sep-06,INE536A01023
GRINFRA,G R Infraprojects Limited,19-Jul-21,INE201P01022
GRMOVER,GRM Overseas Limited,07-Sep-22,INE192H01020
GROBTEA,The Grob Tea Company Limited,14-Jul-16,INE646C01018
GROWW,Billionbrains Garage Ventures Limited,12-Nov-25,INE0HOQ01053
GRPLTD,GRP Limited,12-Feb-15,INE137I01015
GRSE,Garden Reach Shipbuilders & Engineers Limited,10-Oct-18,INE382Z01011
GRWRHITECH,Garware Hi-Tech Films Limited,03-Feb-22,INE291A01017
GSFC,Gujarat State Fertilizers & Chemicals Limited,06-Sep-95,INE026A01025
GSLSU,Global Surfaces Limited,23-Mar-23,INE0JSX01015
GSPL,Gujarat State Petronet Limited,16-Feb-06,INE246F01010
GSS,GSS Infotech Limited,07-Mar-08,INE871H01011
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,13-Nov-20,INE586X01012
GTL,GTL Limited,29-Mar-95,INE043A01012
GTLINFRA,GTL Infrastructure Limited,09-Nov-06,INE221H01019
GTPL,GTPL Hathway Limited,04-Jul-17,INE869I01013
GUFICBIO,Gufic Biosciences Limited,19-Oct-04,INE742B01025
GUJALKALI,Gujarat Alkalies and Chemicals Limited,07-Aug-97,INE186A01019
GUJAPOLLO,Gujarat Apollo Industries Limited,04-Jun-07,INE826C01016
GUJGASLTD,Gujarat Gas Limited,15-Sep-15,INE844O01030
GUJRAFFIA,Gujarat Raffia Industries Limited,09-Oct-96,INE610B01024
GUJTHEM,Gujarat Themis Biosyn Limited,25-Feb-25,INE942C01045
GULFOILLUB,Gulf Oil Lubricants India Limited,31-Jul-14,INE635Q01029
GULFPETRO,GP Petroleums Limited,24-Sep-04,INE586G01017
GULPOLY,Gulshan Polyols Limited,28-Jan-15,INE255D01024
GVKPIL,GVK Power & Infrastructure Limited,27-Feb-06,INE251H01024
GVPIL,GE Power India Limited,19-Apr-00,INE878A01011
GVPTECH,GVP Infotech Limited,06-Sep-22,INE382T01030
GVT&D,GE Vernova T&D India Limited,30-Jun-08,INE200A01026
HAL,Hindustan Aeronautics Limited,28-Mar-18,INE066F01020
HALEOSLABS,HALEOS LABS LIMITED,17-Aug-17,INE320X01016
HAPPSTMNDS,Happiest Minds Technologies Limited,17-Sep-20,INE419U01012
HAPPYFORGE,Happy Forgings Limited,27-Dec-23,INE330T01021
HARDWYN,Hardwyn India Limited,12-Apr-22,INE626Z01029
HARIOMPIPE,Hariom Pipe Industries Limited,13-Apr-22,INE00EV01017
HARRMALAYA,Harrisons  Malayalam Limited,08-Feb-95,INE544A01019
HARSHA,Harsha Engineers International Limited,26-Sep-22,INE0JUS01029
HATHWAY,Hathway Cable & Datacom Limited,25-Feb-10,INE982F01036
HATSUN,Hatsun Agro Product Limited,20-Jun-14,INE473B01035
HAVELLS,Havells India Limited,21-Mar-01,INE176B01034
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,16-Feb-00,INE293B01029
